period,operator,operatorLabel,category,product,aidfee,fixcosts,charge,gridusage,energy,total
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,H2,cheapest,1.1,2.4,0.16,8.929097,7.0884056,17.28
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,H1,cheapest,1.1,3.75,0.16,10.294494,7.126305,18.68
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,H4,cheapest,1.1,1.3333334,0.16,7.979675,7.109339,16.35
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,C2,cheapest,1.1,0.2,0.16,8.371751,7.682338,17.31
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,H6,cheapest,1.1,0.24,0.16,4.774355,6.2531943,12.28
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,H3,cheapest,1.1,1.3333334,0.16,6.7672763,6.63267,14.66
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,C4,cheapest,1.1,3.024,0.16,5.70718,6.52794,13.5
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,C6,cheapest,1.1,2.48,0.05,4.41328,6.648235,12.21
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,C1,cheapest,1.1,0.75,0.16,8.980172,7.7182813,17.96
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,C5,cheapest,1.1,2.88,0.16,4.782432,6.666832,12.71
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,H7,cheapest,1.1,0.8861538,0.16,6.24227,6.631594,14.13
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,C7,cheapest,1.1,1.99168,0.01,3.8657212,6.3843613,11.36
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,C3,cheapest,1.1,3.68,0.16,6.4996,6.7070565,14.47
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,H5,cheapest,1.1,0.8,0.16,6.4295163,6.696981,14.39
2015,486,Elektrizitätswerke des Kantons Zürich EKZ,H8,cheapest,1.1,0.8,0.16,7.478778,7.109511,15.85
2015,290,Elektrizitätsversorgung Benken,H1,cheapest,1.1,3.75,0.5,8.54,6.7,16.84
2015,290,Elektrizitätsversorgung Benken,C1,cheapest,1.1,0.75,0.5,5.54,6.7,13.84
2015,290,Elektrizitätsversorgung Benken,H8,cheapest,1.1,0.8,0.5,5.59,6.7,13.89
2015,290,Elektrizitätsversorgung Benken,C2,cheapest,1.1,0.2,0.5,4.99,6.7,13.29
2015,290,Elektrizitätsversorgung Benken,H2,cheapest,1.1,2.4,0.5,7.19,6.7,15.49
2015,290,Elektrizitätsversorgung Benken,C3,cheapest,1.1,0.04,0.5,4.83,6.5,12.93
2015,290,Elektrizitätsversorgung Benken,H4,cheapest,1.1,1.3333334,0.5,6.1233335,6.7,14.42
2015,290,Elektrizitätsversorgung Benken,H7,cheapest,1.1,0.46153846,0.5,5.2515383,6.7,13.55
2015,290,Elektrizitätsversorgung Benken,H5,cheapest,1.1,0.8,0.5,5.59,6.7,13.89
2015,290,Elektrizitätsversorgung Benken,C4,cheapest,1.1,0.012,0.5,4.802,6.5,12.9
2015,290,Elektrizitätsversorgung Benken,H3,cheapest,1.1,1.3333334,0.5,6.1233335,6.7,14.42
2015,290,Elektrizitätsversorgung Benken,H6,cheapest,1.1,0.24,0.5,5.03,6.7,13.33
2015,367,Elektrizitätswerk Andelfingen,C3,cheapest,1.1,0.51066667,0.5,0.51066667,7.0513334,9.16
2015,367,Elektrizitätswerk Andelfingen,H3,cheapest,1.1,1.6,0.5,4.6755557,5.9296827,12.21
2015,367,Elektrizitätswerk Andelfingen,C4,cheapest,1.1,0.1532,0.5,1.7202,7.096,10.42
2015,367,Elektrizitätswerk Andelfingen,H2,cheapest,1.1,2.88,0.5,7.136,6.393429,15.13
2015,367,Elektrizitätswerk Andelfingen,H8,cheapest,1.1,0.96,0.5,5.2706666,6.4149046,13.28
2015,367,Elektrizitätswerk Andelfingen,C2,cheapest,0,0,0.5,5.7944,6.9978,13.29
2015,367,Elektrizitätswerk Andelfingen,H7,cheapest,1.1,0.2769231,0.5,2.753945,5.7746925,10.12
2015,367,Elektrizitätswerk Andelfingen,H1,cheapest,1.1,4.5,0.5,9.394167,6.431994,17.42
2015,367,Elektrizitätswerk Andelfingen,H6,cheapest,1.1,0.288,0.5,2.38064,5.543537,9.52
2015,367,Elektrizitätswerk Andelfingen,C1,cheapest,1.1,0.9,0.5,6.7875,7.034375,15.42
2015,367,Elektrizitätswerk Andelfingen,H4,cheapest,1.1,1.6,0.5,5.910222,6.41473,13.92
2015,367,Elektrizitätswerk Andelfingen,H5,cheapest,1.1,0.96,0.5,4.2554665,5.995124,11.86
2015,285,Elektrizitätsgenossenschaft Marthalen,H5,cheapest,1.1,1.04,0,5.623238,6.745124,13.47
2015,285,Elektrizitätsgenossenschaft Marthalen,H2,cheapest,1.1,3.12,0,7.884286,7.143429,16.12
2015,285,Elektrizitätsgenossenschaft Marthalen,C5,cheapest,1.1,2.112,0,4.2817335,6.4831,11.86
2015,285,Elektrizitätsgenossenschaft Marthalen,C6,cheapest,1.1,1.744,0,3.9188888,6.4652,11.49
2015,285,Elektrizitätsgenossenschaft Marthalen,C1,cheapest,1.1,0.975,0,6.030625,7.784375,14.91
2015,285,Elektrizitätsgenossenschaft Marthalen,C4,cheapest,1.1,2.436,0,4.905733,6.4831,12.49
2015,285,Elektrizitätsgenossenschaft Marthalen,H4,cheapest,1.1,1.7333333,0,6.507302,7.16473,14.77
2015,285,Elektrizitätsgenossenschaft Marthalen,H3,cheapest,1.1,1.7333333,0,6.286825,6.6796827,14.07
2015,285,Elektrizitätsgenossenschaft Marthalen,H7,cheapest,1.1,0.6,0,5.2468133,6.884989,13.23
2015,285,Elektrizitätsgenossenschaft Marthalen,H6,cheapest,1.1,0.312,0,4.6899714,6.293537,12.08
2015,285,Elektrizitätsgenossenschaft Marthalen,C3,cheapest,1.1,2.92,0,5.4146667,6.654333,13.16
2015,285,Elektrizitätsgenossenschaft Marthalen,H1,cheapest,1.1,4.875,0,9.656816,7.181994,17.94
2015,285,Elektrizitätsgenossenschaft Marthalen,H8,cheapest,1.1,1.04,0,5.814048,7.1649046,14.07
2015,285,Elektrizitätsgenossenschaft Marthalen,C2,cheapest,1.1,0.26,0,5.299,7.7478,14.15
2015,587,Gemeindewerke Dietlikon,H2,cheapest,1.1,1.92,0.45,9.47056,6.231086,17.25
2015,587,Gemeindewerke Dietlikon,H6,cheapest,1.1,0.192,0.45,5.557566,5.364776,12.47
2015,587,Gemeindewerke Dietlikon,H7,cheapest,1.1,0.36923078,0.45,7.0378275,5.8814034,14.47
2015,587,Gemeindewerke Dietlikon,C2,cheapest,1.1,0.16,0.45,9.264344,6.8471327,17.66
2015,587,Gemeindewerke Dietlikon,C7,cheapest,1.1,1.7302533,0.45,4.4734287,5.9602375,11.98
2015,587,Gemeindewerke Dietlikon,H8,cheapest,1.1,0.64,0.45,8.245773,6.252977,16.05
2015,587,Gemeindewerke Dietlikon,H1,cheapest,1.1,3,0.45,10.649709,6.270396,18.47
2015,587,Gemeindewerke Dietlikon,C3,cheapest,1.1,3.7933333,0.45,8.93632,6.6495,17.14
2015,587,Gemeindewerke Dietlikon,C5,cheapest,1.1,2.4254,0.45,5.331048,6.28485,13.16
2015,587,Gemeindewerke Dietlikon,H3,cheapest,1.1,1.0666667,0.45,7.424978,5.758381,14.73
2015,587,Gemeindewerke Dietlikon,H5,cheapest,1.1,0.64,0.45,7.1665545,5.8250866,14.55
2015,587,Gemeindewerke Dietlikon,C1,cheapest,1.1,0.6,0.45,9.798375,6.884414,18.23
2015,587,Gemeindewerke Dietlikon,C6,cheapest,1.1,2.1332667,0.45,5.0766535,6.36025,12.99
2015,587,Gemeindewerke Dietlikon,H4,cheapest,1.1,1.0666667,0.45,8.671991,6.252799,16.47
2015,587,Gemeindewerke Dietlikon,C4,cheapest,1.1,3.3326,0.45,8.160429,6.28485,15.99
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H5,cheapest,1.1,1.6,0,9.3639,7.077367,17.54
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,C2,cheapest,1.1,0.4,0,10.637794,7.958869,19.7
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H4,cheapest,1.1,2.6666667,0,11.919233,7.607811,20.63
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H3,cheapest,1.1,2.6666667,0,10.207267,6.9978,18.31
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H1,cheapest,1.1,7.5,0,16.820656,7.632073,25.55
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,C1,cheapest,1.1,1.5,0,12.471934,8.01996,21.59
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,C3,cheapest,1.1,2.8,0,10.970156,5.8389444,17.91
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H8,cheapest,1.1,1.6,0,10.853243,7.6080523,19.56
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H2,cheapest,1.1,4.8,0,13.99708,7.58804,22.69
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H6,cheapest,1.1,0.48,0,6.63817,6.50521,14.25
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,C4,cheapest,1.1,0.252,0,7.8591733,5.6174664,14.58
2015,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H7,cheapest,1.1,0.9230769,0,9.157,7.2448463,17.5
2015,621,Industrielle Betriebe Kloten AG,H3,cheapest,1.1,1.6,0.4,7.1518855,6.297855,14.95
2015,621,Industrielle Betriebe Kloten AG,C7,cheapest,1.1,2.1676,0.4,4.370753,6.0734363,11.94
2015,621,Industrielle Betriebe Kloten AG,H4,cheapest,1.1,1.6,0.4,8.16968,6.794083,16.46
2015,621,Industrielle Betriebe Kloten AG,H7,cheapest,1.1,0.5538462,0.4,6.5253615,6.8362465,14.87
2015,621,Industrielle Betriebe Kloten AG,C1,cheapest,1.1,0.9,0.4,8.551948,7.1935725,17.24
2015,621,Industrielle Betriebe Kloten AG,H5,cheapest,1.1,0.96,0.4,6.629598,6.3387237,14.47
2015,621,Industrielle Betriebe Kloten AG,C2,cheapest,1.1,0.24,0.4,7.85371,7.2768216,16.63
2015,621,Industrielle Betriebe Kloten AG,H6,cheapest,1.1,0.288,0.4,4.9824314,6.4458623,12.93
2015,621,Industrielle Betriebe Kloten AG,C3,cheapest,1.1,4.08,0.4,8.140675,6.694374,16.33
2015,621,Industrielle Betriebe Kloten AG,H2,cheapest,1.1,2.88,0.4,9.457714,6.804513,17.76
2015,621,Industrielle Betriebe Kloten AG,H1,cheapest,1.1,4.5,0.4,11.181188,6.858488,19.54
2015,621,Industrielle Betriebe Kloten AG,H8,cheapest,1.1,0.96,0.4,7.5301576,6.7948003,15.82
2015,621,Industrielle Betriebe Kloten AG,C4,cheapest,1.1,3.432,0.4,7.383062,6.538371,15.42
2015,621,Industrielle Betriebe Kloten AG,C5,cheapest,1.1,3.21,0.4,5.42703,6.301873,13.23
2015,621,Industrielle Betriebe Kloten AG,C6,cheapest,1.1,2.72,0.4,4.9420633,6.3215113,12.76
2015,226,Elektrizitäts - Genossenschaft Lufingen,H4,cheapest,1.1,1.6,0,7.0441904,6.8615236,15
2015,226,Elektrizitäts - Genossenschaft Lufingen,H6,cheapest,1.1,0.288,0,3.7086115,6.049074,10.86
2015,226,Elektrizitäts - Genossenschaft Lufingen,H5,cheapest,0,0.96,0,5.406514,6.4569144,11.87
2015,226,Elektrizitäts - Genossenschaft Lufingen,C2,cheapest,1.1,0.24,0,7.3734,7.3976,15.87
2015,226,Elektrizitäts - Genossenschaft Lufingen,C3,cheapest,1.1,0.048,0,7.342,7.446,15.89
2015,226,Elektrizitäts - Genossenschaft Lufingen,H3,cheapest,1.1,1.6,0,5.8090477,6.412381,13.32
2015,226,Elektrizitäts - Genossenschaft Lufingen,H2,cheapest,1.1,2.88,0,8.080286,6.838286,16.02
2015,226,Elektrizitäts - Genossenschaft Lufingen,C4,cheapest,1.1,0.0144,0,6.6156,7.1968,14.92
2015,226,Elektrizitäts - Genossenschaft Lufingen,H7,cheapest,1.1,0.5538462,0,5.438813,6.5963516,13.14
2015,226,Elektrizitäts - Genossenschaft Lufingen,H1,cheapest,1.1,4.5,0,9.545982,6.870357,17.52
2015,226,Elektrizitäts - Genossenschaft Lufingen,H8,cheapest,0,0.96,0,6.4947143,6.8617144,13.35
2015,226,Elektrizitäts - Genossenschaft Lufingen,C1,cheapest,1.1,0.9,0,8.023125,7.4275,16.55
2015,508,Energie Opfikon AG,C1,cheapest,1.1,1.5,0.51,12.082188,6.1484375,19.84
2015,508,Energie Opfikon AG,H6,cheapest,1.1,0.48,0.51,5.979786,5.131957,12.72
2015,508,Energie Opfikon AG,C7,cheapest,1.1,0.0172,0.51,2.3335817,5.61407,9.55
2015,508,Energie Opfikon AG,C5,cheapest,1.1,0.258,0.51,2.6520667,5.8651333,10.13
2015,508,Energie Opfikon AG,H5,cheapest,1.1,1.6,0.51,8.639286,5.439857,15.69
2015,508,Energie Opfikon AG,C3,cheapest,1.1,0.7152,0.51,5.256533,6.126333,13
2015,508,Energie Opfikon AG,C6,cheapest,1.1,0.086,0.51,2.498111,5.847722,9.96
2015,508,Energie Opfikon AG,H8,cheapest,1.1,1.6,0.51,10.070357,5.7260714,17.41
2015,508,Energie Opfikon AG,H7,cheapest,1.1,0.9230769,0.51,8.439176,5.5352197,15.59
2015,508,Energie Opfikon AG,C4,cheapest,1.1,0.21456,0.51,4.4816265,5.965133,12.06
2015,508,Energie Opfikon AG,H1,cheapest,1.1,7.5,0.51,16.028616,5.7377234,23.38
2015,508,Energie Opfikon AG,H3,cheapest,1.1,2.6666667,0.51,9.482857,5.395238,16.49
2015,508,Energie Opfikon AG,C2,cheapest,1.1,0.4,0.51,10.8575,6.1235,18.59
2015,508,Energie Opfikon AG,H2,cheapest,1.1,4.8,0.51,13.197143,5.7114286,20.52
2015,508,Energie Opfikon AG,H4,cheapest,1.1,2.6666667,0.51,11.136429,5.725952,18.48
2015,59,die werke versorgung wallisellen ag,H8,cheapest,1.1,1.2,0.19,9.205452,5.8149047,16.31
2015,59,die werke versorgung wallisellen ag,C3,cheapest,1.1,4.18,0.19,8.716666,6.092,16.1
2015,59,die werke versorgung wallisellen ag,C1,cheapest,1.1,1.5,0.19,9.632188,6.23125,17.15
2015,59,die werke versorgung wallisellen ag,C7,cheapest,1.1,2.06008,0.19,5.137265,5.717839,12.15
2015,59,die werke versorgung wallisellen ag,H5,cheapest,1.1,1.2,0.19,8.194162,5.395124,14.88
2015,59,die werke versorgung wallisellen ag,C6,cheapest,1.1,2.576,0.19,5.8788333,5.9651666,13.14
2015,59,die werke versorgung wallisellen ag,C4,cheapest,1.1,3.474,0.19,7.7613335,5.8676,14.92
2015,59,die werke versorgung wallisellen ag,H6,cheapest,1.1,0.36,0.19,6.2662487,4.943537,12.5
2015,59,die werke versorgung wallisellen ag,H1,cheapest,1.1,5.625,0.19,13.671622,5.831994,20.79
2015,59,die werke versorgung wallisellen ag,H7,cheapest,1.1,0.6923077,0.19,8.023417,5.534989,14.84
2015,59,die werke versorgung wallisellen ag,H3,cheapest,1.1,2,0.19,8.836508,5.3296824,15.46
2015,59,die werke versorgung wallisellen ag,H4,cheapest,1.1,2,0.19,10.005032,5.81473,17.11
2015,59,die werke versorgung wallisellen ag,C5,cheapest,1.1,3.018,0.19,6.2783,5.98,13.55
2015,59,die werke versorgung wallisellen ag,H2,cheapest,1.1,3.6,0.19,11.553715,5.7934284,18.63
2015,59,die werke versorgung wallisellen ag,C2,cheapest,1.1,0.4,0.19,8.4607,6.198,15.95
2015,655,Politische Gemeinde Oberglatt,H4,cheapest,1.1,1.6,0.56,8.898619,7.3876987,17.95
2015,655,Politische Gemeinde Oberglatt,H6,cheapest,1.1,0.288,0.56,5.3294373,6.4159284,13.41
2015,655,Politische Gemeinde Oberglatt,H8,cheapest,1.1,0.96,0.56,8.259071,7.387798,17.31
2015,655,Politische Gemeinde Oberglatt,C4,cheapest,1.1,2.16,0.56,6.2432666,7.26,15.16
2015,655,Politische Gemeinde Oberglatt,H2,cheapest,1.1,2.88,0.56,10.123428,7.33,19.11
2015,655,Politische Gemeinde Oberglatt,C2,cheapest,1.1,6,0.56,14.4842,8.195416,24.34
2015,655,Politische Gemeinde Oberglatt,H3,cheapest,1.1,1.6,0.56,7.641905,6.827778,16.13
2015,655,Politische Gemeinde Oberglatt,H5,cheapest,1.1,0.96,0.56,7.174714,6.019762,14.85
2015,655,Politische Gemeinde Oberglatt,H7,cheapest,1.1,0.9230769,0.56,7.133698,6.941374,15.73
2015,655,Politische Gemeinde Oberglatt,C1,cheapest,1.1,16.2,0.56,24.780624,8.242969,34.68
2015,655,Politische Gemeinde Oberglatt,C3,cheapest,1.1,2.88,0.56,7.1253333,7.509,16.3
2015,655,Politische Gemeinde Oberglatt,H1,cheapest,1.1,4.5,0.56,11.8433485,7.4295387,20.93
2015,268,Elektrizitätsgenossenschaft Otelfingen,H2,cheapest,1.1,3.12,0,10.251885,8.926286,20.28
2015,268,Elektrizitätsgenossenschaft Otelfingen,C5,cheapest,1.1,1.584,0,4.8780665,6.0973334,12.08
2015,268,Elektrizitätsgenossenschaft Otelfingen,C2,cheapest,1.1,0.8,0,9.036,9.3964,19.54
2015,268,Elektrizitätsgenossenschaft Otelfingen,H4,cheapest,1.1,1.7333333,0,8.935302,8.952984,18.99
2015,268,Elektrizitätsgenossenschaft Otelfingen,H8,cheapest,1.1,1.04,0,8.242181,8.953298,18.29
2015,268,Elektrizitätsgenossenschaft Otelfingen,H5,cheapest,1.1,1.04,0,6.576781,6.7633905,14.44
2015,268,Elektrizitätsgenossenschaft Otelfingen,C3,cheapest,1.1,2.88,0,9.148,7.478667,17.73
2015,268,Elektrizitätsgenossenschaft Otelfingen,C6,cheapest,1.1,1.328,0,4.640111,6.148889,11.89
2015,268,Elektrizitätsgenossenschaft Otelfingen,H3,cheapest,1.1,1.7333333,0,8.068826,8.154285,17.32
2015,268,Elektrizitätsgenossenschaft Otelfingen,C1,cheapest,1.1,0.975,0,9.433084,9.956407,20.49
2015,268,Elektrizitätsgenossenschaft Otelfingen,H7,cheapest,1.1,0.6,0,6.606346,7.419802,15.13
2015,268,Elektrizitätsgenossenschaft Otelfingen,H6,cheapest,1.1,0.312,0,5.1784744,5.965257,12.25
2015,268,Elektrizitätsgenossenschaft Otelfingen,H1,cheapest,1.1,4.875,0,12.066191,8.993378,22.16
2015,268,Elektrizitätsgenossenschaft Otelfingen,C7,cheapest,1.1,1.0528,0,4.2691817,5.875376,11.25
2015,268,Elektrizitätsgenossenschaft Otelfingen,C4,cheapest,1.1,2.304,0,8.157534,6.7027335,15.96
2015,460,Elektrizitätswerk Rümlang Genossenschaft,C7,cheapest,1.1,1.886208,0,3.7088208,5.8928385,10.7
2015,460,Elektrizitätswerk Rümlang Genossenschaft,C3,cheapest,1.1,3.4144,0,6.3648,6.3265,13.79
2015,460,Elektrizitätswerk Rümlang Genossenschaft,H5,cheapest,1.1,0.8,0,6.1678486,6.1210666,13.39
2015,460,Elektrizitätswerk Rümlang Genossenschaft,H3,cheapest,1.1,1.3333334,0,6.5289526,6.037778,13.67
2015,460,Elektrizitätswerk Rümlang Genossenschaft,H6,cheapest,1.1,0.432,0,4.6113544,5.54632,11.26
2015,460,Elektrizitätswerk Rümlang Genossenschaft,C2,cheapest,1.1,0.2,0,8.20671,7.3972,16.71
2015,460,Elektrizitätswerk Rümlang Genossenschaft,H7,cheapest,1.1,0.83076924,0,5.835638,6.0363846,12.98
2015,460,Elektrizitätswerk Rümlang Genossenschaft,C4,cheapest,1.1,2.81952,0,5.59414,6.1354165,12.83
2015,460,Elektrizitätswerk Rümlang Genossenschaft,H1,cheapest,1.1,3.75,0,10.2676115,6.6770835,18.05
2015,460,Elektrizitätswerk Rümlang Genossenschaft,C6,cheapest,1.1,2.34624,0,4.2509065,6.1393776,11.49
2015,460,Elektrizitätswerk Rümlang Genossenschaft,C5,cheapest,1.1,2.71872,0,4.60792,6.1354165,11.85
2015,460,Elektrizitätswerk Rümlang Genossenschaft,H4,cheapest,1.1,1.3333334,0,7.8055096,6.6551113,15.57
2015,460,Elektrizitätswerk Rümlang Genossenschaft,C1,cheapest,1.1,0.75,0,8.852969,7.44375,17.39
