period,operator,operatorLabel,category,product,aidfee,fixcosts,charge,gridusage,energy,total
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C1,standard,2.3,1.2,0.65,7.3644686,5.661594,15.97
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C6,standard,2.3,2.544,0.05,3.9477334,4.967467,11.27
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H4,standard,2.3,2.1333334,0.16,6.7480326,5.7115135,14.92
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H3,standard,2.3,2.1333334,0.65,5.845403,5.4985332,14.3
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C4,standard,2.3,3.024,0.65,4.580305,4.7367735,12.27
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C7,standard,2.3,2.04384,0.01,3.4413226,4.8361807,10.59
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H8,standard,2.3,1.28,0.16,6.257691,5.41719,14.14
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C5,standard,2.3,2.952,0.16,4.334464,4.94272,11.73
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H5,standard,2.3,1.28,0.65,5.4765167,5.232868,13.66
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H3,standard,2.3,2.1333334,0.16,5.845403,5.4985332,13.81
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H1,standard,2.3,6,0.65,9.003492,7.053094,19
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C3,standard,2.3,3.68,0.16,5.2469068,4.8514667,12.56
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H5,standard,2.3,1.28,0.16,5.4765167,5.232868,13.17
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C3,standard,2.3,3.68,0.65,5.2469068,4.8514667,13.05
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C4,standard,2.3,3.024,0.16,4.580305,4.7367735,11.78
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C5,standard,2.3,2.952,0.65,4.334464,4.94272,12.22
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H4,standard,2.3,2.1333334,0.65,6.7480326,5.7115135,15.41
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H7,standard,2.3,1.4769231,0.16,5.4059596,5.283856,13.15
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H6,standard,2.3,0.384,0.16,4.120955,4.7254605,11.31
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H2,standard,2.3,3.84,0.16,7.689726,6.29096,16.44
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H1,standard,2.3,6,0.16,9.003492,7.053094,18.51
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C7,standard,2.3,2.04384,0.5,3.4413226,4.8361807,11.08
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C1,standard,2.3,1.2,0.16,7.3644686,5.661594,15.48
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C2,standard,2.3,0.32,0.65,6.790406,5.341934,15.08
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H8,standard,2.3,1.28,0.65,6.257691,5.41719,14.63
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H6,standard,2.3,0.384,0.65,4.120955,4.7254605,11.8
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C6,standard,2.3,2.544,0.54,3.9477334,4.967467,11.76
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H2,standard,2.3,3.84,0.65,7.689726,6.29096,16.93
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,C2,standard,2.3,0.32,0.16,6.790406,5.341934,14.59
2018,486,Elektrizitätswerke des Kantons Zürich EKZ,H7,standard,2.3,1.4769231,0.65,5.4059596,5.283856,13.64
2018,290,Elektrizitätsversorgung Benken,C3,cheapest,2.3,0.04,0.5,5.01,4.85,12.66
2018,290,Elektrizitätsversorgung Benken,H1,cheapest,2.3,3.75,0.5,8.72,4.85,16.37
2018,290,Elektrizitätsversorgung Benken,H2,standard,2.3,2.4,0.5,7.37,4.85,15.02
2018,290,Elektrizitätsversorgung Benken,C2,standard,2.3,0.2,0.5,5.17,4.85,12.82
2018,290,Elektrizitätsversorgung Benken,C4,standard,2.3,0.012,0.5,4.982,4.85,12.63
2018,290,Elektrizitätsversorgung Benken,H4,cheapest,2.3,1.3333334,0.5,6.3033333,4.85,13.95
2018,290,Elektrizitätsversorgung Benken,H8,standard,2.3,0.8,0.5,5.77,4.85,13.42
2018,290,Elektrizitätsversorgung Benken,C1,standard,2.3,0.75,0.5,5.72,4.85,13.37
2018,290,Elektrizitätsversorgung Benken,H3,standard,2.3,1.3333334,0.5,6.3033333,4.85,13.95
2018,290,Elektrizitätsversorgung Benken,H8,cheapest,2.3,0.8,0.5,5.77,4.85,13.42
2018,290,Elektrizitätsversorgung Benken,H2,cheapest,2.3,2.4,0.5,7.37,4.85,15.02
2018,290,Elektrizitätsversorgung Benken,C2,cheapest,2.3,0.2,0.5,5.17,4.85,12.82
2018,290,Elektrizitätsversorgung Benken,H1,standard,2.3,3.75,0.5,8.72,4.85,16.37
2018,290,Elektrizitätsversorgung Benken,C1,cheapest,2.3,0.75,0.5,5.72,4.85,13.37
2018,290,Elektrizitätsversorgung Benken,C3,standard,2.3,0.04,0.5,5.01,4.85,12.66
2018,290,Elektrizitätsversorgung Benken,H5,cheapest,2.3,0.8,0.5,5.77,4.85,13.42
2018,290,Elektrizitätsversorgung Benken,H6,standard,2.3,0.24,0.5,5.21,4.85,12.86
2018,290,Elektrizitätsversorgung Benken,H3,cheapest,2.3,1.3333334,0.5,6.3033333,4.85,13.95
2018,290,Elektrizitätsversorgung Benken,H4,standard,2.3,1.3333334,0.5,6.3033333,4.85,13.95
2018,290,Elektrizitätsversorgung Benken,H7,cheapest,2.3,0.46153846,0.5,5.4315386,4.85,13.08
2018,290,Elektrizitätsversorgung Benken,H5,standard,2.3,0.8,0.5,5.77,4.85,13.42
2018,290,Elektrizitätsversorgung Benken,H6,cheapest,2.3,0.24,0.5,5.21,4.85,12.86
2018,290,Elektrizitätsversorgung Benken,H7,standard,2.3,0.46153846,0.5,5.4315386,4.85,13.08
2018,290,Elektrizitätsversorgung Benken,C4,cheapest,2.3,0.012,0.5,4.982,4.85,12.63
2018,367,Elektrizitätswerk Andelfingen,C3,standard,2.3,2.2,0.5,3.784,3.4506667,10.03
2018,367,Elektrizitätswerk Andelfingen,C1,standard,2.3,0.75,0.5,5.3028126,4.5953126,12.7
2018,367,Elektrizitätswerk Andelfingen,H4,standard,2.3,1.3333334,0.5,4.844016,4.229159,11.87
2018,367,Elektrizitätswerk Andelfingen,C2,standard,2.3,0.2,0.5,4.6913,4.5737,12.06
2018,367,Elektrizitätswerk Andelfingen,H6,standard,2.3,0.24,0.5,2.2854943,3.7143629,8.8
2018,367,Elektrizitätswerk Andelfingen,H3,standard,2.3,1.3333334,0.5,4.028254,3.9425397,10.77
2018,367,Elektrizitätswerk Andelfingen,H2,standard,2.3,2.4,0.5,5.874857,4.2165713,12.89
2018,367,Elektrizitätswerk Andelfingen,H1,standard,2.3,3.75,0.5,7.289717,4.2393603,14.33
2018,367,Elektrizitätswerk Andelfingen,C4,standard,2.3,1.86,0.5,3.3692,3.3135333,9.48
2018,367,Elektrizitätswerk Andelfingen,H7,standard,2.3,0.73846155,0.5,3.5893846,3.78339,10.17
2018,367,Elektrizitätswerk Andelfingen,H5,standard,2.3,0.8,0.5,3.604981,3.9812095,10.38
2018,367,Elektrizitätswerk Andelfingen,H8,standard,2.3,0.8,0.5,4.310976,4.229262,11.34
2018,285,Elektrizitätsgenossenschaft Marthalen,H3,standard,2.3,1.7333333,0,7.1636825,4.8040953,14.26
2018,285,Elektrizitätsgenossenschaft Marthalen,H8,standard,2.3,1.04,0,7.7429547,5.0753784,15.12
2018,285,Elektrizitätsgenossenschaft Marthalen,C1,standard,2.3,0.975,0,9.302656,5.4217186,17.02
2018,285,Elektrizitätsgenossenschaft Marthalen,C2,standard,2.3,0.26,0,8.49173,5.40127,16.19
2018,285,Elektrizitätsgenossenschaft Marthalen,H4,standard,2.3,1.7333333,0,8.43583,5.075281,15.82
2018,285,Elektrizitätsgenossenschaft Marthalen,C4,standard,2.3,2.464896,0,5.1192293,4.586263,12.01
2018,285,Elektrizitätsgenossenschaft Marthalen,H7,standard,2.3,0.6,0,6.568812,4.91888,13.79
2018,285,Elektrizitätsgenossenschaft Marthalen,H5,standard,2.3,1.04,0,6.645281,4.841386,13.79
2018,285,Elektrizitätsgenossenschaft Marthalen,H2,standard,2.3,3.12,0,9.766628,5.0633717,17.13
2018,285,Elektrizitätsgenossenschaft Marthalen,C6,standard,2.3,2.16,0,4.2935,4.651689,11.24
2018,285,Elektrizitätsgenossenschaft Marthalen,H1,standard,2.3,4.875,0,11.622775,5.084933,19
2018,285,Elektrizitätsgenossenschaft Marthalen,C3,standard,2.3,3.016,0,5.7326665,4.7145333,12.74
2018,285,Elektrizitätsgenossenschaft Marthalen,C5,standard,2.3,2.58,0,4.7019,4.586263,11.59
2018,285,Elektrizitätsgenossenschaft Marthalen,H6,standard,2.3,0.312,0,4.730584,4.5884156,11.62
2018,587,Gemeindewerke Dietlikon,H4,standard,2.3,1.0666667,0.45,9.394414,4.0291586,16.17
2018,587,Gemeindewerke Dietlikon,C3,standard,2.3,6.384,0.45,10.6096,4.305333,17.67
2018,587,Gemeindewerke Dietlikon,C7,standard,2.3,1.8517866,0.45,4.65646,3.9989946,11.41
2018,587,Gemeindewerke Dietlikon,H6,standard,2.3,0.192,0.45,5.995809,3.5143628,12.26
2018,587,Gemeindewerke Dietlikon,C6,standard,2.3,2.2824,0.45,5.2128887,4.176778,12.14
2018,587,Gemeindewerke Dietlikon,C4,standard,2.3,5.664,0.45,9.76618,4.1432667,16.66
2018,587,Gemeindewerke Dietlikon,C1,standard,2.3,0.6,0.45,10.812031,4.3953123,17.96
2018,587,Gemeindewerke Dietlikon,H5,standard,2.3,0.64,0.45,7.691763,3.7812095,14.22
2018,587,Gemeindewerke Dietlikon,C2,standard,2.3,0.16,0.45,10.26081,4.3737,17.38
2018,587,Gemeindewerke Dietlikon,H1,standard,2.3,3,0.45,11.380245,4.03936,18.17
2018,587,Gemeindewerke Dietlikon,H7,standard,2.3,0.36923078,0.45,7.427267,3.7824285,13.96
2018,587,Gemeindewerke Dietlikon,C5,standard,2.3,2.5932,0.45,5.4999733,4.1432667,12.39
2018,587,Gemeindewerke Dietlikon,H2,standard,2.3,1.92,0.45,10.182971,4.0165715,16.95
2018,587,Gemeindewerke Dietlikon,H8,standard,2.3,0.64,0.45,8.968279,4.029262,15.75
2018,587,Gemeindewerke Dietlikon,H3,standard,2.3,1.0666667,0.45,7.9194283,3.7425396,14.41
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H1,standard,2.3,7.5,0,17.334198,5.4277186,25.06
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H4,standard,2.3,2.6666667,0,12.435011,5.4139667,20.15
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,C3,standard,2.3,0.416,0,9.797767,4.9384665,17.04
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H2,standard,2.3,4.8,0,14.51468,5.40276,22.21
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H3,standard,2.3,2.6666667,0,10.779266,5.0682,18.15
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H6,standard,2.3,0.48,0,7.25557,4.78899,14.35
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,C4,standard,2.3,0.1248,0,8.80784,4.79272,15.9
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H8,standard,2.3,1.6,0,11.368999,5.4141035,19.08
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H5,standard,2.3,1.6,0,9.928567,5.1133,17.34
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,C1,standard,2.3,1.5,0,12.387035,5.647581,20.34
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,H7,standard,2.3,0.9230769,0,9.706231,5.208231,17.22
2018,634,Genossenschaft Licht- und Kraftwerke Glattfelden,C2,standard,2.3,0.4,0,11.121216,5.612953,19.03
2018,621,Industrielle Betriebe Kloten AG,C1,standard,2.3,0.945,0.4,6.6930833,6.4154377,15.81
2018,621,Industrielle Betriebe Kloten AG,H1,standard,2.3,4.725,0.4,9.752095,6.2970834,18.75
2018,621,Industrielle Betriebe Kloten AG,H6,standard,2.3,0.3024,0.4,3.936705,6.060054,12.7
2018,621,Industrielle Betriebe Kloten AG,C6,standard,2.3,2.5792,0.4,4.2878666,4.846039,11.84
2018,621,Industrielle Betriebe Kloten AG,H4,standard,2.3,1.68,0.4,6.6347427,6.284362,15.61
2018,621,Industrielle Betriebe Kloten AG,C3,standard,2.3,3.928,0.4,7.4943333,5.0369334,15.23
2018,621,Industrielle Betriebe Kloten AG,C5,standard,2.3,3.0516,0.4,4.75055,4.804,12.25
2018,621,Industrielle Betriebe Kloten AG,C4,standard,2.3,3.3,0.4,6.7972,4.9696236,14.47
2018,621,Industrielle Betriebe Kloten AG,C2,standard,2.3,0.252,0.4,5.9566946,6.4079733,15.07
2018,621,Industrielle Betriebe Kloten AG,H5,standard,2.3,1.008,0.4,5.316846,6.1768456,14.2
2018,621,Industrielle Betriebe Kloten AG,H2,standard,2.3,3.024,0.4,7.9722514,6.2848573,16.95
2018,621,Industrielle Betriebe Kloten AG,H8,standard,2.3,1.008,0.4,5.963081,6.284424,14.94
2018,621,Industrielle Betriebe Kloten AG,H3,standard,2.3,1.68,0.4,5.913473,6.1626983,14.77
2018,621,Industrielle Betriebe Kloten AG,H7,standard,2.3,0.58153844,0.4,5.095145,6.2074,14.01
2018,621,Industrielle Betriebe Kloten AG,C7,standard,2.3,2.052848,0.4,3.7380393,4.7287674,11.17
2018,226,Elektrizitäts - Genossenschaft Lufingen,H7,standard,2.3,0.5538462,0,5.348813,6.5963516,14.25
2018,226,Elektrizitäts - Genossenschaft Lufingen,H6,standard,2.3,0.288,0,3.6186113,6.049074,11.97
2018,226,Elektrizitäts - Genossenschaft Lufingen,C4,standard,2.3,0.0144,0,6.5256,7.1968,16.03
2018,226,Elektrizitäts - Genossenschaft Lufingen,H1,standard,2.3,4.5,0,9.455982,6.870357,18.63
2018,226,Elektrizitäts - Genossenschaft Lufingen,H2,standard,2.3,2.88,0,7.990286,6.838286,17.13
2018,226,Elektrizitäts - Genossenschaft Lufingen,C1,standard,2.3,0.9,0,7.933125,7.4275,17.66
2018,226,Elektrizitäts - Genossenschaft Lufingen,C3,standard,2.3,0.048,0,7.252,7.446,17
2018,226,Elektrizitäts - Genossenschaft Lufingen,H8,standard,2.3,0.96,0,6.404714,6.8617144,15.56
2018,226,Elektrizitäts - Genossenschaft Lufingen,C2,standard,2.3,0.24,0,7.2834,7.3976,16.98
2018,226,Elektrizitäts - Genossenschaft Lufingen,H5,standard,2.3,0.96,0,5.3165145,6.4569144,14.08
2018,226,Elektrizitäts - Genossenschaft Lufingen,H3,standard,2.3,1.6,0,5.7190475,6.412381,14.43
2018,226,Elektrizitäts - Genossenschaft Lufingen,H4,standard,2.3,1.6,0,6.9541903,6.8615236,16.11
2018,508,Energie Opfikon AG,C1,cheapest,2.3,1.2,0.51,9.614375,4.554219,16.97
2018,508,Energie Opfikon AG,H8,cheapest,2.3,1.28,0.51,7.9936476,4.3430357,15.14
2018,508,Energie Opfikon AG,C3,standard,2.3,5.32,0.51,9.8528,5.4917336,18.15
2018,508,Energie Opfikon AG,C1,standard,2.3,1.2,0.51,9.614375,5.604219,18.02
2018,508,Energie Opfikon AG,C5,cheapest,2.3,3.096,0.51,5.3954735,4.3192,12.53
2018,508,Energie Opfikon AG,C4,standard,2.3,4.5,0.51,8.73734,5.4156866,16.97
2018,508,Energie Opfikon AG,H5,standard,2.3,1.28,0.51,6.841158,5.2499285,14.9
2018,508,Energie Opfikon AG,C2,standard,2.3,0.32,0.51,8.63396,5.59175,17.03
2018,508,Energie Opfikon AG,H7,cheapest,2.3,0.73846155,0.51,6.6836133,4.24761,13.74
2018,508,Energie Opfikon AG,H2,cheapest,2.3,3.84,0.51,10.494686,4.3357143,17.64
2018,508,Energie Opfikon AG,H6,standard,2.3,0.384,0.51,4.7053475,5.0959787,12.62
2018,508,Energie Opfikon AG,H1,standard,2.3,6,0.51,12.77569,5.3988614,20.99
2018,508,Energie Opfikon AG,C6,cheapest,2.3,2.672,0.51,4.991322,4.3346667,12.13
2018,508,Energie Opfikon AG,C5,standard,2.3,3.096,0.51,5.3954735,5.3692,13.58
2018,508,Energie Opfikon AG,H2,standard,2.3,3.84,0.51,10.494686,5.385714,18.69
2018,508,Energie Opfikon AG,H7,standard,2.3,0.73846155,0.51,6.6836133,5.29761,14.79
2018,508,Energie Opfikon AG,H4,cheapest,2.3,2.1333334,0.51,8.846501,4.342976,16
2018,508,Energie Opfikon AG,H5,cheapest,2.3,1.28,0.51,6.841158,4.1999288,13.85
2018,508,Energie Opfikon AG,C7,cheapest,2.3,2.14816,0.51,4.3621798,4.252613,11.42
2018,508,Energie Opfikon AG,C2,cheapest,2.3,0.32,0.51,8.63396,4.54175,15.98
2018,508,Energie Opfikon AG,C7,standard,2.3,2.14816,0.51,4.3621798,5.302613,12.47
2018,508,Energie Opfikon AG,H8,standard,2.3,1.28,0.51,7.9936476,5.393036,16.19
2018,508,Energie Opfikon AG,H3,standard,2.3,2.1333334,0.51,7.5148253,5.227619,15.55
2018,508,Energie Opfikon AG,C3,cheapest,2.3,5.32,0.51,9.8528,4.4417334,17.1
2018,508,Energie Opfikon AG,H1,cheapest,2.3,6,0.51,12.77569,4.3488617,19.94
2018,508,Energie Opfikon AG,H4,standard,2.3,2.1333334,0.51,8.846501,5.3929763,17.05
2018,508,Energie Opfikon AG,H3,cheapest,2.3,2.1333334,0.51,7.5148253,4.177619,14.5
2018,508,Energie Opfikon AG,C4,cheapest,2.3,4.5,0.51,8.73734,4.365687,15.92
2018,508,Energie Opfikon AG,C6,standard,2.3,2.672,0.51,4.991322,5.3846664,13.18
2018,508,Energie Opfikon AG,H6,cheapest,2.3,0.384,0.51,4.7053475,4.0459785,11.57
2018,59,die werke versorgung wallisellen ag,C5,standard,2.3,3.252,0.33,6.357167,5.0554333,14.05
2018,59,die werke versorgung wallisellen ag,H7,standard,2.3,0.6923077,0.33,7.728533,5.042033,15.4
2018,59,die werke versorgung wallisellen ag,H4,standard,2.3,2,0.33,9.665643,5.3599205,17.66
2018,59,die werke versorgung wallisellen ag,H8,standard,2.3,1.2,0.33,8.866035,5.360119,16.86
2018,59,die werke versorgung wallisellen ag,H5,standard,2.3,1.2,0.33,7.9215283,4.8830953,15.43
2018,59,die werke versorgung wallisellen ag,C2,standard,2.3,0.4,0.33,9.32755,5.3482,17.31
2018,59,die werke versorgung wallisellen ag,H6,standard,2.3,0.36,0.33,6.065459,4.3699284,13.07
2018,59,die werke versorgung wallisellen ag,C7,standard,2.3,2.2296,0.33,5.140554,4.8834167,12.65
2018,59,die werke versorgung wallisellen ag,C6,standard,2.3,2.784,0.33,5.934278,5.095389,13.66
2018,59,die werke versorgung wallisellen ag,C1,standard,2.3,1.5,0.33,10.509844,5.378125,18.52
2018,59,die werke versorgung wallisellen ag,H2,standard,2.3,3.6,0.33,11.217714,5.3357143,19.19
2018,59,die werke versorgung wallisellen ag,H3,standard,2.3,2,0.33,8.5742855,4.80873,16.01
2018,59,die werke versorgung wallisellen ag,C4,standard,2.3,4.032,0.33,8.8088,5.0554333,16.5
2018,59,die werke versorgung wallisellen ag,C3,standard,2.3,4.8,0.33,9.876,5.248667,17.76
2018,59,die werke versorgung wallisellen ag,H1,standard,2.3,5.625,0.33,13.329487,5.3795385,21.34
2018,655,Politische Gemeinde Oberglatt,H1,standard,2.3,4.5,0.7,10.793512,5.733631,19.52
2018,655,Politische Gemeinde Oberglatt,H7,standard,2.3,0.36923078,0.7,5.6586757,5.4676156,14.13
2018,655,Politische Gemeinde Oberglatt,C3,standard,2.3,0.48,0.7,3.812,5.816,12.63
2018,655,Politische Gemeinde Oberglatt,C2,standard,2.3,2.4,0.7,5.6992,6.2455335,14.95
2018,655,Politische Gemeinde Oberglatt,H4,standard,2.3,1.6,0.7,7.941746,5.7485394,16.69
2018,655,Politische Gemeinde Oberglatt,H5,standard,2.3,0.96,0.7,6.3409047,5.4515524,14.79
2018,655,Politische Gemeinde Oberglatt,H6,standard,2.3,0.288,0.7,4.646271,5.1354656,12.79
2018,655,Politische Gemeinde Oberglatt,C4,standard,2.3,0.144,0.7,3.3292,5.6202664,11.95
2018,655,Politische Gemeinde Oberglatt,H2,standard,2.3,2.88,0.7,9.11,5.714,17.82
2018,655,Politische Gemeinde Oberglatt,C1,standard,2.3,9,0.7,12.321875,6.277656,21.6
2018,655,Politische Gemeinde Oberglatt,H8,standard,2.3,0.96,0.7,7.3019643,5.748607,16.05
2018,655,Politische Gemeinde Oberglatt,H3,standard,2.3,1.6,0.7,6.8033333,5.3966665,15.2
2018,268,Elektrizitätsgenossenschaft Otelfingen,H3,standard,2.3,1.7333333,0,9.954603,3.7749207,16.02
2018,268,Elektrizitätsgenossenschaft Otelfingen,H7,cheapest,2.3,0.6,0,8.316954,3.3568132,13.98
2018,268,Elektrizitätsgenossenschaft Otelfingen,C3,standard,2.3,2.88,0,10.528,3.5786667,16.41
2018,268,Elektrizitätsgenossenschaft Otelfingen,H5,standard,2.3,1.04,0,7.9558477,3.3032095,13.56
2018,268,Elektrizitätsgenossenschaft Otelfingen,H6,standard,2.3,0.312,0,5.0257545,1.9709629,9.3
2018,268,Elektrizitätsgenossenschaft Otelfingen,C2,cheapest,2.3,0.8,0,10.616,4.9964,17.92
2018,268,Elektrizitätsgenossenschaft Otelfingen,C3,cheapest,2.3,2.88,0,10.528,3.5786667,16.41
2018,268,Elektrizitätsgenossenschaft Otelfingen,H3,cheapest,2.3,1.7333333,0,9.954603,3.7749207,16.02
2018,268,Elektrizitätsgenossenschaft Otelfingen,C4,cheapest,2.3,2.304,0,9.8024,3.0324667,15.13
2018,268,Elektrizitätsgenossenschaft Otelfingen,H5,cheapest,2.3,1.04,0,7.9558477,3.3032095,13.56
2018,268,Elektrizitätsgenossenschaft Otelfingen,C1,standard,2.3,0.975,0,11.104375,5.6328125,19.03
2018,268,Elektrizitätsgenossenschaft Otelfingen,C7,standard,2.3,1.3136,0,5.0099816,2.5065322,9.82
2018,268,Elektrizitätsgenossenschaft Otelfingen,C5,cheapest,2.3,1.944,0,5.7180667,2.673,10.69
2018,268,Elektrizitätsgenossenschaft Otelfingen,H1,standard,2.3,4.875,0,13.95683,4.619717,20.88
2018,268,Elektrizitätsgenossenschaft Otelfingen,H8,cheapest,2.3,1.04,0,10.087274,4.590976,16.98
2018,268,Elektrizitätsgenossenschaft Otelfingen,C6,standard,2.3,1.648,0,5.440111,2.7116666,10.45
2018,268,Elektrizitätsgenossenschaft Otelfingen,C2,standard,2.3,0.8,0,10.616,4.9964,17.92
2018,268,Elektrizitätsgenossenschaft Otelfingen,H4,cheapest,2.3,1.7333333,0,10.785865,4.5906825,17.68
2018,268,Elektrizitätsgenossenschaft Otelfingen,C7,cheapest,2.3,1.3136,0,5.0099816,2.5065322,9.82
2018,268,Elektrizitätsgenossenschaft Otelfingen,C4,standard,2.3,2.304,0,9.8024,3.0324667,15.13
2018,268,Elektrizitätsgenossenschaft Otelfingen,H2,standard,2.3,3.12,0,12.135357,4.5548573,18.99
2018,268,Elektrizitätsgenossenschaft Otelfingen,H7,standard,2.3,0.6,0,8.316954,3.3568132,13.98
2018,268,Elektrizitätsgenossenschaft Otelfingen,H1,cheapest,2.3,4.875,0,13.95683,4.619717,20.88
2018,268,Elektrizitätsgenossenschaft Otelfingen,H2,cheapest,2.3,3.12,0,12.135357,4.5548573,18.99
2018,268,Elektrizitätsgenossenschaft Otelfingen,H6,cheapest,2.3,0.312,0,5.0257545,1.9709629,9.3
2018,268,Elektrizitätsgenossenschaft Otelfingen,H4,standard,2.3,1.7333333,0,10.785865,4.5906825,17.68
2018,268,Elektrizitätsgenossenschaft Otelfingen,C5,standard,2.3,1.944,0,5.7180667,2.673,10.69
2018,268,Elektrizitätsgenossenschaft Otelfingen,C6,cheapest,2.3,1.648,0,5.440111,2.7116666,10.45
2018,268,Elektrizitätsgenossenschaft Otelfingen,H8,standard,2.3,1.04,0,10.087274,4.590976,16.98
2018,268,Elektrizitätsgenossenschaft Otelfingen,C1,cheapest,2.3,0.975,0,11.104375,5.6328125,19.03
2018,460,Elektrizitätswerk Rümlang Genossenschaft,H1,standard,2.3,3.75,0,10.777291,5.6785493,18.76
2018,460,Elektrizitätswerk Rümlang Genossenschaft,C7,standard,2.3,2.05672,0,4.0884786,5.2107034,11.6
2018,460,Elektrizitätswerk Rümlang Genossenschaft,H5,standard,2.3,0.8,0,6.5484533,5.2794085,14.13
2018,460,Elektrizitätswerk Rümlang Genossenschaft,H4,standard,2.3,1.3333334,0,8.310089,5.662776,16.27
2018,460,Elektrizitätswerk Rümlang Genossenschaft,C4,standard,2.3,3.0216,0,5.986493,5.33056,13.62
2018,460,Elektrizitätswerk Rümlang Genossenschaft,C6,standard,2.3,2.5592,0,4.6880555,5.3584,12.35
2018,460,Elektrizitätswerk Rümlang Genossenschaft,H8,standard,2.3,0.8,0,7.7772665,5.6629357,15.74
2018,460,Elektrizitätswerk Rümlang Genossenschaft,C2,standard,2.3,0.2,0,8.88356,6.19549,17.38
