period,operator,operatorLabel,category,product,aidfee,fixcosts,charge,gridusage,energy,total
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,H1,cheapest,0.6,3.75,0,10.300493,7.523882,18.42
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,C7,cheapest,0.6,1.99168,0,3.8697212,7.0287433,11.5
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,H8,cheapest,0.6,0.8,0,7.484778,7.5052624,15.59
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,H5,cheapest,0.6,0.8,0,6.4355164,7.0478916,14.09
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,H7,cheapest,0.6,0.8861538,0,6.24827,6.9357123,13.79
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,C2,cheapest,0.6,0.2,0,8.377751,8.140353,17.12
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,C6,cheapest,0.6,2.48,0,4.41728,7.278901,12.3
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,C5,cheapest,0.6,2.88,0,4.786432,7.28288,12.67
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,H2,cheapest,0.6,2.4,0,8.935097,7.481863,17.02
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,H6,cheapest,0.6,0.24,0,4.780355,6.5558677,11.94
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,C1,cheapest,0.6,0.75,0,8.986172,8.180203,17.77
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,H3,cheapest,0.6,1.3333334,0,6.7732763,6.9765906,14.35
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,C3,cheapest,0.6,3.68,0,6.5056,7.3135133,14.42
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,C4,cheapest,0.6,3.024,0,5.71318,7.131153,13.44
2014,486,Elektrizitätswerke des Kantons Zürich EKZ,H4,cheapest,0.6,1.3333334,0,7.985675,7.505072,16.1
2014,290,Elektrizitätsversorgung Benken,H7,cheapest,0.6,0.46153846,0.5,5.5015383,6.95,13.55
2014,290,Elektrizitätsversorgung Benken,H3,cheapest,0.6,1.3333334,0.5,6.3733335,6.95,14.42
2014,290,Elektrizitätsversorgung Benken,H2,cheapest,0.6,2.4,0.5,7.44,6.95,15.49
2014,290,Elektrizitätsversorgung Benken,H5,cheapest,0.6,0.8,0.5,5.84,6.95,13.89
2014,290,Elektrizitätsversorgung Benken,H6,cheapest,0.6,0.24,0.5,5.28,6.95,13.33
2014,290,Elektrizitätsversorgung Benken,C2,cheapest,0.6,0.2,0.5,5.24,6.95,13.29
2014,290,Elektrizitätsversorgung Benken,C1,cheapest,0.6,0.75,0.5,5.79,6.95,13.84
2014,290,Elektrizitätsversorgung Benken,H4,cheapest,0.6,1.3333334,0.5,6.3733335,6.95,14.42
2014,290,Elektrizitätsversorgung Benken,C3,cheapest,0.6,0.04,0.5,5.08,6.75,12.93
2014,290,Elektrizitätsversorgung Benken,H1,cheapest,0.6,3.75,0.5,8.79,6.95,16.84
2014,290,Elektrizitätsversorgung Benken,C4,cheapest,0.6,0.012,0.5,5.052,6.75,12.9
2014,290,Elektrizitätsversorgung Benken,H8,cheapest,0.6,0.8,0.5,5.84,6.95,13.89
2014,367,Elektrizitätswerk Andelfingen,C2,cheapest,0.6,3.24,0.35,8.227431,6.7468,15.93
2014,367,Elektrizitätswerk Andelfingen,C1,cheapest,0.6,0.9,0.35,5.9583335,6.8,13.71
2014,367,Elektrizitätswerk Andelfingen,C4,cheapest,0.6,0.32,0.35,1.94272,7.3633466,10.25
2014,367,Elektrizitätswerk Andelfingen,H6,cheapest,0.6,0.288,0.35,2.3152,4.6315084,7.9
2014,367,Elektrizitätswerk Andelfingen,H4,cheapest,0.6,1.6,0.35,5.3804445,5.8986983,12.23
2014,367,Elektrizitätswerk Andelfingen,H5,cheapest,0.6,0.96,0.35,3.8970666,5.288362,10.14
2014,367,Elektrizitätswerk Andelfingen,H2,cheapest,0.6,2.88,0.35,6.6192,5.8677144,13.44
2014,367,Elektrizitätswerk Andelfingen,H1,cheapest,0.6,4.5,0.35,8.32,5.9238095,15.19
2014,367,Elektrizitätswerk Andelfingen,H7,cheapest,0.6,0.2769231,0.35,3.242945,5.2881703,9.48
2014,367,Elektrizitätswerk Andelfingen,C3,cheapest,0.6,1.0666667,0.35,2.9377334,6.8246665,10.71
2014,367,Elektrizitätswerk Andelfingen,H3,cheapest,0.6,1.6,0.35,4.468627,5.193175,10.61
2014,367,Elektrizitätswerk Andelfingen,H8,cheapest,0.6,0.96,0.35,4.7408,5.8989525,11.59
2014,285,Elektrizitätsgenossenschaft Marthalen,C4,cheapest,0.6,2.436,0,5.0057335,7.0877466,12.7
2014,285,Elektrizitätsgenossenschaft Marthalen,C3,cheapest,0.6,2.92,0,5.5146666,7.2722,13.38
2014,285,Elektrizitätsgenossenschaft Marthalen,H4,cheapest,0.6,1.7333333,0,6.6073017,7.5686383,14.78
2014,285,Elektrizitätsgenossenschaft Marthalen,H1,cheapest,0.6,4.875,0,9.756816,7.588884,17.95
2014,285,Elektrizitätsgenossenschaft Marthalen,H8,cheapest,0.6,1.04,0,5.9140477,7.568843,14.08
2014,285,Elektrizitätsgenossenschaft Marthalen,C5,cheapest,0.6,2.112,0,4.3817334,6.8796067,11.86
